Time;Channel A;Channel B
(ms);(V);(V)

1,75876850;-0,00030519;1,95074300
1,79972850;-0,00030519;1,95074300
1,84068850;-0,00030519;1,95074300
1,88164850;-0,00030519;1,95074300
1,92260850;-0,00030519;1,95074300
1,96356850;-0,00030519;1,95074300
2,00452850;-0,00030519;1,95074300
2,04548850;-0,00030519;1,95074300
2,08644850;-0,00030519;1,95074300
2,12740850;-0,00030519;1,95074300
2,16836850;-0,00030519;1,95074300
2,20932850;-0,00030519;1,95074300
2,25028850;-0,00030519;1,99514800
2,29124850;-0,00030519;1,95074300
2,33220850;-0,00030519;1,95074300
2,37316850;-0,00030519;1,95074300
2,41412850;-0,00030519;1,95074300
2,45508850;-0,00030519;1,95074300
2,49604850;-0,00030519;1,95074300
2,53700849;-0,00030519;1,95074300
2,57796849;-0,00030519;1,95074300
2,61892849;-0,00030519;1,95074300
2,65988849;-0,00030519;1,95074300
2,70084849;-0,00030519;1,95074300
2,74180849;-0,00030519;1,95074300
2,78276849;-0,00030519;1,95074300
2,82372849;-0,00030519;1,99514800
2,86468849;-0,00030519;1,95074300
2,90564849;-0,00030519;1,95074300
2,94660849;-0,00030519;1,95074300
2,98756849;-0,00030519;1,95074300
3,02852849;-0,00030519;1,95074300
3,06948849;-0,00030519;1,95074300
3,11044849;-0,00030519;1,95074300
3,15140849;-0,00030519;1,95074300
3,19236849;-0,00030519;1,95074300
3,23332849;-0,00030519;1,95074300
3,27428849;-0,00030519;1,99514800
3,31524849;-0,00030519;1,99514800
3,35620849;-0,00030519;1,95074300
3,39716849;-0,00030519;1,95074300
3,43812849;-0,00030519;1,95074300
3,47908849;-0,00030519;1,99514800
3,52004849;-0,00030519;1,95074300
3,56100849;-0,00030519;1,95074300
3,60196849;-0,00030519;1,95074300
3,64292849;-0,00030519;1,95074300
3,68388849;-0,00030519;1,95074300
3,72484849;-0,00030519;1,95074300
3,76580849;-0,00030519;1,95074300
3,80676849;-0,00030519;1,95074300
3,84772849;-0,00030519;1,99514800
3,88868849;-0,00030519;1,95074300
3,92964849;-0,00030519;1,95074300
3,97060849;-0,00030519;1,95074300
4,01156849;-0,00030519;1,95074300
4,05252849;-0,00030519;1,95074300
4,09348849;-0,00030519;1,95074300
4,13444849;-0,00030519;1,95074300
4,17540849;-0,00030519;1,95074300
4,21636848;-0,00030519;1,95074300
4,25732848;-0,00030519;1,99514800
4,29828848;-0,00030519;1,99514800
4,33924848;-0,00030519;1,95074300
4,38020848;-0,00030519;1,95074300
4,42116848;-0,00030519;1,95074300
4,46212848;-0,00030519;1,95074300
4,50308848;-0,00030519;1,95074300
4,54404848;-0,00030519;1,99514800
4,58500848;-0,00030519;1,95074300
4,62596848;-0,00030519;1,95074300
4,66692848;-0,00030519;1,95074300
4,70788848;-0,00030519;1,95074300
4,74884848;-0,00030519;1,99514800
4,78980848;-0,00030519;1,95074300
4,83076848;-0,00030519;1,95074300
4,87172848;-0,00030519;1,95074300
4,91268848;-0,00030519;1,95074300
4,95364848;-0,00030519;1,95074300
4,99460848;-0,00030519;1,95074300
5,03556848;-0,00030519;1,99514800
5,07652848;-0,00030519;1,99514800
5,11748848;-0,00030519;1,95074300
5,15844848;-0,00030519;1,95074300
5,19940848;-0,00030519;1,95074300
5,24036848;-0,00030519;1,95074300
5,28132848;-0,00030519;1,95074300
5,32228848;-0,00030519;1,95074300
5,36324848;-0,00030519;1,95074300
5,40420848;-0,00030519;1,95074300
5,44516848;-0,00030519;1,99514800
5,48612848;-0,00030519;1,95074300
5,52708848;-0,00030519;1,99514800
5,56804848;-0,00030519;1,95074300
5,60900848;-0,00030519;1,95074300
5,64996848;-0,00030519;1,99514800
5,69092848;-0,00030519;1,95074300
5,73188848;-0,00030519;1,95074300
5,77284848;-0,00030519;1,95074300
5,81380848;-0,00030519;1,95074300
5,85476847;-0,00030519;1,95074300
5,89572847;-0,00030519;1,99514800
5,93668847;-0,00030519;1,95074300
5,97764847;-0,00030519;1,95074300
6,01860847;-0,00030519;1,95074300
6,05956847;-0,00030519;1,95074300
6,10052847;-0,00030519;1,95074300
6,14148847;-0,00030519;1,99514800
6,18244847;-0,00030519;1,95074300
6,22340847;-0,00030519;1,99514800
6,26436847;-0,00030519;1,99514800
6,30532847;-0,00030519;1,95074300
6,34628847;-0,00030519;1,95074300
6,38724847;-0,00030519;1,95074300
6,42820847;-0,00030519;1,95074300
6,46916847;-0,00030519;1,95074300
6,51012847;-0,00030519;1,95074300
6,55108847;-0,00030519;1,95074300
6,59204847;-0,00030519;1,95074300
6,63300847;-0,00030519;1,95074300
6,67396847;-0,00030519;1,95074300
6,71492847;-0,00030519;1,95074300
6,75588847;-0,00030519;1,95074300
6,79684847;-0,00030519;1,95074300
6,83780847;-0,00030519;1,95074300
6,87876847;-0,00030519;1,95074300
6,91972847;-0,00030519;1,95074300
6,96068847;-0,00030519;1,95074300
7,00164847;-0,00030519;1,99514800
7,04260847;-0,00030519;1,99514800
7,08356847;-0,00030519;1,95074300
7,12452847;-0,00030519;1,95074300
7,16548847;-0,00030519;1,99514800
7,20644847;-0,00030519;1,95074300
7,24740847;-0,00030519;1,95074300
7,28836847;-0,00030519;1,95074300
7,32932847;-0,00030519;1,95074300
7,37028847;-0,00030519;1,95074300
7,41124847;-0,00030519;1,95074300
7,45220847;-0,00030519;1,95074300
7,49316846;-0,00030519;1,95074300
7,53412846;-0,00030519;1,95074300
7,57508846;-0,00030519;1,95074300
7,61604846;-0,00030519;1,99514800
7,65700846;-0,00030519;1,95074300
7,69796846;-0,00030519;1,95074300
7,73892846;-0,00030519;1,95074300
7,77988846;-0,09063997;1,95074300
7,82084846;-0,00030519;1,95074300
7,86180846;-0,00030519;1,95074300
7,90276846;-0,00030519;1,95074300
7,94372846;-0,00030519;1,95074300
7,98468846;-0,00030519;1,95074300
8,02564846;4,95376400;2,88430400
